split,dataset,payload_bits,label_name,label,prompt,seed,key_seed,image_path,brisque,mode_used
train,COCO,0,cover,0,A cat stands between two parked cars on a grassy sidewalk. ,10032.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0032.png,15.73333740234375,
train,COCO,0,cover,0,Creamy cheesecake dessert with whip cream and caramel.,10033.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0033.png,5.48773193359375,
train,COCO,0,cover,0,A group of motorcyclists drive down a tree lined street.,10034.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0034.png,14.90789794921875,
train,COCO,0,cover,0,A cat at attention between two parked cars.,10035.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0035.png,10.23553466796875,
train,COCO,0,cover,0,"A dog sitting between its masters feet on a footstool watching tv
",10036.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0036.png,2.56329345703125,
train,COCO,0,cover,0,A young man and his cute cat enjoy a nap together.,10037.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0037.png,12.12005615234375,
train,COCO,0,cover,0,A dog between the feet of a person looking at a TV.,10038.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0038.png,-1.83355712890625,
train,COCO,0,cover,0,An older man is wearing a funny hat in his dining room.,10039.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0039.png,17.60198974609375,
train,COCO,0,cover,0,Man in motorcycle leathers standing in front of a group of bikes,10040.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0040.png,10.95672607421875,
train,COCO,0,cover,0,"Bikers, dressed in their gear, standing near their motorcycles.",10041.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0041.png,17.39447021484375,
train,COCO,0,cover,0,A man is sleeping with his head on a pillow.,10042.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0042.png,3.05780029296875,
train,COCO,0,cover,0,A banana replacing the phone on an answering machine,10043.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0043.png,2.88128662109375,
train,COCO,0,cover,0,Ma motorcycle parked on the gravel in front of a garage,10044.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0044.png,7.21209716796875,
train,COCO,0,cover,0,A dog and a person are watching television together.,10045.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0045.png,24.28631591796875,
train,COCO,0,cover,0,A motorcycle with its brake extended standing outside,10046.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0046.png,23.64862060546875,
train,COCO,0,cover,0,A group of motorcycles down a long street filled with trees on either side.,10047.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0047.png,18.96331787109375,
train,COCO,0,cover,0,A person is sitting with their dog watching tv.,10048.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0048.png,1.09320068359375,
train,COCO,0,cover,0,An office desk with two flat panel monitors.,10049.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0049.png,0.57281494140625,
train,COCO,0,cover,0,A grey and white cat watches from between parked cars.,10050.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0050.png,4.59844970703125,
train,COCO,0,cover,0,A group of men stand next to their bicycles.,10051.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0051.png,9.56280517578125,
train,COCO,0,cover,0,Three men standing around their motorcycles in a parking lot.,10052.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0052.png,12.67474365234375,
train,COCO,0,cover,0,Man sleeping in his bedroom next to a cat.,10053.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0053.png,2.99896240234375,
train,COCO,0,cover,0,Set of toy animals sitting in front of a red wooden wagon.,10054.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0054.png,23.06463623046875,
train,COCO,0,cover,0,Group of three motorcyclists standing in front of their motorcycles.,10055.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0055.png,8.16082763671875,
train,COCO,0,cover,0,A phone with a banana where the receiver should be.,10056.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0056.png,10.69061279296875,
train,COCO,0,cover,0,A woman wearing a hat & pink top takes a selfie in front of a bathroom mirror.,10057.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0057.png,-2.73016357421875,
train,COCO,0,cover,0,A telephone has it receiver replaced with a banana.,10058.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0058.png,14.67596435546875,
train,COCO,0,cover,0,A white cat caught a bird outside on a patio.,10059.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0059.png,42.73992919921875,
train,COCO,0,cover,0,Man sleeping next to a cat on a bed. ,10060.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0060.png,11.34027099609375,
train,COCO,0,cover,0,This is a small kitchen with white cabinets and appliances.,10061.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0061.png,25.08685302734375,
train,COCO,0,cover,0,A striped plane flying up into the sky as the sun shines behind it.,10062.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0062.png,17.09710693359375,
train,COCO,0,cover,0,A dog driving an SUV in an open grass covered field.,10063.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0063.png,23.79010009765625,
train,COCO,0,cover,0,A customized motorcycle with more in the background.,10064.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0064.png,8.83599853515625,
train,COCO,0,cover,0,An airplane is ascending into the white sky,10065.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0065.png,16.16888427734375,
train,COCO,0,cover,0,A sculpture of two women stting on a bench with their purses on the ground while people standing in a line behind them. ,10066.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0066.png,7.31817626953125,
train,COCO,0,cover,0,An American Airlines plane is in the sky,10067.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0067.png,25.91815185546875,
train,COCO,0,cover,0,Grey house cat devours a song bird on a door step,10068.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0068.png,8.46771240234375,
train,COCO,0,cover,0,An extravagant dessert on a plate overlooking the water.,10069.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0069.png,13.82513427734375,
train,COCO,0,cover,0,A grey and white cat standing in the grass in a parking lot. ,10070.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0070.png,2.94732666015625,
train,COCO,0,cover,0,A metal statue of two women sits on a bench in a city street.,10071.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0071.png,3.14569091796875,
train,COCO,0,cover,0,There is very little traffic at this city intersection.,10072.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0072.png,7.45379638671875,
train,COCO,0,cover,0,"An office desk with two computer screens, books diagrams and a phone on it.",10073.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0073.png,17.30316162109375,
train,COCO,0,cover,0,A black and white photograph of a motorcycle.,10074.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0074.png,15.96893310546875,
train,COCO,0,cover,0,Two computer monitors are placed beside each other on a desk.,10075.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0075.png,15.72833251953125,
train,COCO,0,cover,0,An orange reddish rose in a vase filled with water on top of a table.,10076.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0076.png,6.24969482421875,
train,COCO,0,cover,0,A cat pausing as it's picture is taken.,10077.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0077.png,2.54022216796875,
train,COCO,0,cover,0,A blue eyed tabby cat crouched on the ground. ,10078.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0078.png,21.19696044921875,
train,COCO,0,cover,0,A woman in a flowered dress taking a selfie in a bathroom mirror.,10079.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0079.png,16.68402099609375,
train,COCO,0,cover,0,Black and white photo of a parked motorcycle,10080.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0080.png,26.28704833984375,
train,COCO,0,cover,0,A black trash bag in a restroom next to a sink.,10081.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0081.png,7.94818115234375,
train,COCO,0,cover,0,A man in a jacket and hat looks at the camera.,10082.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0082.png,-3.65045166015625,
train,COCO,0,cover,0,"Several toy animals - a bull, giraffe, deer and parakeet.",10083.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0083.png,-0.99945068359375,
train,COCO,0,cover,0,An older woman in a flower dress takes a self photo in the mirror.,10084.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0084.png,-8.89923095703125,
train,COCO,0,cover,0,A dog sits in the front seat of a jeep. ,10085.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0085.png,1.39300537109375,
train,COCO,0,cover,0,A clean kitchen with the windows white and open.,10086.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0086.png,22.49920654296875,
train,COCO,0,cover,0,Some toy animals on the ground near a picture,10087.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0087.png,7.91949462890625,
train,COCO,0,cover,0,An urban intersection with stoplights on a cloudy day.,10088.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0088.png,14.43524169921875,
train,COCO,0,cover,0,"A man relaxing at home, watching television with his dog.",10089.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0089.png,-1.72491455078125,
train,COCO,0,cover,0,Children's toy animals are strewn across a floor.,10090.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0090.png,18.50616455078125,
train,COCO,0,cover,0,A glass bowl filled with oranges on a table.,10091.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0091.png,9.25665283203125,
train,COCO,0,cover,0,"A red, white, and blue plane is in the sky.",10092.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0092.png,18.09320068359375,
train,COCO,0,cover,0,A young attractive woman sitting on a toilette on the side of a street.,10093.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0093.png,8.55755615234375,
train,COCO,0,cover,0,A young woman using a laptop computer while sitting on a bunk bed.,10094.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0094.png,2.27716064453125,
train,COCO,0,cover,0,Several custom made motorcycles on display while riders chat.,10095.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0095.png,11.51434326171875,
train,COCO,0,cover,0,A black cat with white stomach takes a pose.,10096.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0096.png,6.99041748046875,
train,COCO,0,cover,0,An old victorian style bed frame in a bedroom.,10097.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0097.png,16.22796630859375,
train,COCO,0,cover,0,Two computers sitting on top of a desk.,10098.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0098.png,19.18206787109375,
train,COCO,0,cover,0,A plane flies through the sky at an angle. ,10099.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0099.png,20.68768310546875,
train,COCO,0,cover,0,A customized motorcycle with a large rear and skinny front tire,10100.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0100.png,14.27825927734375,
train,COCO,0,cover,0,A view of a bathroom that is clean.,10101.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0101.png,1.62481689453125,
train,COCO,0,cover,0,a garbage bag in a white lighted bathroom,10102.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0102.png,32.62347412109375,
train,COCO,0,cover,0,An old man standing in a kitchen posing for a picture.,10103.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0103.png,20.98162841796875,
train,COCO,0,cover,0,A long haired cat eating a dead bird.,10104.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0104.png,-2.01678466796875,
train,COCO,0,cover,0,A close up of oranges and apples in a bowl.,10105.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0105.png,3.18975830078125,
train,COCO,0,cover,0,A person sitting on a stool on the street.,10106.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0106.png,7.80535888671875,
train,COCO,0,cover,0,A desk with two monitors depicting security cameras.,10107.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0107.png,31.46942138671875,
train,COCO,0,cover,0,A display of vintage animal toys on the floor.,10108.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0108.png,10.86700439453125,
train,COCO,0,cover,0,A person that is sitting in a bed facing out.,10109.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0109.png,-1.41070556640625,
train,COCO,0,cover,0,A cat sitting on a street corner looking at the camera.,10110.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0110.png,6.81890869140625,
train,COCO,0,cover,0,A close up of a bike brake on a bicycle.,10111.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0111.png,0.21405029296875,
train,COCO,0,cover,0,A group of people riding mopeds through a park.,10112.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0112.png,26.23236083984375,
train,COCO,0,cover,0,A statue of two women with purses sitting on a bench. ,10113.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0113.png,13.68743896484375,
train,COCO,0,cover,0,a stripped cat sitting near a brick wall,10114.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0114.png,15.69158935546875,
train,COCO,0,cover,0,a city street with multiple bildings and a street light,10115.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0115.png,30.84576416015625,
train,COCO,0,cover,0,A yellow rose in a clear vase filled with water.,10116.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0116.png,9.18670654296875,
train,COCO,0,cover,0,A toddler celebrates his birthday with a cupcake.,10117.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0117.png,20.04315185546875,
train,COCO,0,cover,0,A young girl sits in the bottom bunk of her bunkbed.,10118.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0118.png,12.80316162109375,
train,COCO,0,cover,0,"A bathroom with a vanity, toilet and shower.",10119.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0119.png,3.85064697265625,
train,COCO,0,cover,0,A woman in a yellow bathroom is holding a camera.,10120.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0120.png,23.15802001953125,
train,COCO,0,cover,0,A glass bowl has oranges and apples in it.,10121.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0121.png,0.90985107421875,
train,COCO,0,cover,0,There are two yellow flowers inside a vase.,10122.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0122.png,-1.63433837890625,
train,COCO,0,cover,0,A giraffe and a zebra checking each other out.,10123.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0123.png,14.47503662109375,
train,COCO,0,cover,0,"Spacious white kitchen with brown cabinetry, sink and appliances. ",10124.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0124.png,22.06951904296875,
train,COCO,0,cover,0,A dog is sitting inside a red car.,10125.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0125.png,23.06829833984375,
train,COCO,0,cover,0,A woman sitting on a bucket on the side of a street. ,10126.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0126.png,8.16473388671875,
train,COCO,0,cover,0,A red truck has a black dog in the drivers chair.,10127.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0127.png,14.89117431640625,
train,COCO,0,cover,0,"The bathroom has a wall sink, medicine cabinet, toothbrush holder, and bare walls.",10128.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0128.png,14.58660888671875,
train,COCO,0,cover,0,A bicycle is chained up to a pole at a train station.,10129.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0129.png,25.79437255859375,
train,COCO,0,cover,0,A door is open to a white bathroom that has a black garbage back on the floor.,10130.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0130.png,30.74993896484375,
train,COCO,0,cover,0,A dog sitting in the front seat of a truck.,10131.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0131.png,7.23480224609375,
train,COCO,0,cover,0,A laptop computer and a desktop computer on a white desk,10132.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0132.png,21.63421630859375,
train,COCO,0,cover,0,A woman is sitting on a stool on a sidewalk.,10133.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0133.png,34.41717529296875,
train,COCO,0,cover,0,A giraffe and a zebra are on a grassy field by the water.,10134.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0134.png,-0.34405517578125,
train,COCO,0,cover,0,A bedroom with bunk beds and the bathroom next door.,10135.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0135.png,22.40008544921875,
train,COCO,0,cover,0,A statue of two people sitting on a bench.,10136.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0136.png,15.63104248046875,
train,COCO,0,cover,0,A yellow and blue train is next to an overhang.,10137.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0137.png,19.20306396484375,
train,COCO,0,cover,0,A glass bowl full of oranges and apples.,10138.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0138.png,1.93939208984375,
train,COCO,0,cover,0,A young boy with a spoon looking at a birthday cupcake.,10139.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0139.png,15.35760498046875,
train,COCO,0,cover,0,A giraffe and a zebra walking through an African plain.,10140.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0140.png,-9.07403564453125,
train,COCO,0,cover,0,A desktop with two computers and fruit on it.,10141.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0141.png,13.57684326171875,
train,COCO,0,cover,0,A beautiful yellow rose is seen in a small vase.,10142.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0142.png,14.34759521484375,
train,COCO,0,cover,0,A woman taking a picture of herself in a bathroom.,10143.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0143.png,26.55535888671875,
train,COCO,0,cover,0,a vintage photo of a bike eith a lock on it,10144.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0144.png,11.29339599609375,
train,COCO,0,cover,0,The bathroom door is open with the light on.,10145.0,,/content/drive/MyDrive/grdh_outputs/detect/images/train/cover/COCO/COCO_train_cover_0145.png,9.33734130859375,
